Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Number of EBT Transactions,Dollar Amount of EBT Transactions,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
0,Statewide,2019,852720,31708833,"$649,566,563.58 ",1228507,"$42,648,675.07 ",$811.77 ,"$214,555,815.56 ","$477,659,423.09 ",$560.16 
0,Statewide,201901,585256,2954497,"$60,242,595.22 ",,,$102.93 ,"$19,832,012.61 ","$40,410,582.61 ",$69.05 
0,Statewide,201902,579383,2928131,"$59,737,707.98 ",,,$103.11 ,"$17,134,898.26 ","$42,602,809.72 ",$73.53 
0,Statewide,201903,572695,2872747,"$58,808,020.23 ",,,$102.69 ,"$17,669,127.22 ","$41,138,893.01 ",$71.83 
0,Statewide,201904,570971,2885774,"$58,910,279.55 ",,,$103.18 ,"$18,128,406.25 ","$40,781,873.30 ",$71.43 
0,Statewide,201905,573605,2883560,"$58,939,227.20 ",,,$102.75 ,"$18,975,100.67 ","$39,964,126.53 ",$69.67 
0,Statewide,201906,567411,2857151,"$58,271,223.61 ",7065,"$225,905.88 ",$103.09 ,"$16,920,094.61 ","$41,577,034.88 ",$73.27 
0,Statewide,201907,572716,2867842,"$58,472,314.79 ",11976,"$391,966.69 ",$102.78 ,"$18,533,699.71 ","$40,330,581.77 ",$70.42 
0,Statewide,201908,567973,2816504,"$57,559,894.33 ",14873,"$484,969.53 ",$102.20 ,"$17,819,021.64 ","$40,225,842.22 ",$70.82 
0,Statewide,201909,552359,2627301,"$53,787,042.18 ",95450,"$3,272,204.39 ",$103.30 ,"$16,811,283.27 ","$40,247,963.30 ",$72.87 
0,Statewide,201910,542335,2330214,"$48,156,585.29 ",231420,"$7,808,209.83 ",$103.19 ,"$18,658,903.49 ","$37,305,891.63 ",$68.79 
0,Statewide,201911,518240,2005505,"$41,716,414.15 ",351696,"$12,272,848.55 ",$104.18 ,"$15,970,698.40 ","$38,018,564.30 ",$73.36 
0,Statewide,201912,501112,1679607,"$34,965,259.05 ",516027,"$18,192,570.20 ",$106.08 ,"$18,102,569.43 ","$35,055,259.82 ",$69.95 
0,Statewide,2020,763390,3520350,"$73,240,572.73 ",14944127,"$595,796,309.04 ",$876.40 ,"$205,737,686.96 ","$463,299,194.81 ",$606.90 
0,Statewide,202001,519486,1451127,"$30,058,597.81 ",738836,"$25,493,708.42 ",$106.94 ,"$18,127,140.58 ","$37,425,165.65 ",$72.04 
0,Statewide,202002,504146,1082134,"$22,485,744.02 ",897601,"$31,732,730.97 ",$107.55 ,"$16,254,166.58 ","$37,964,308.41 ",$75.30 
0,Statewide,202003,511662,664007,"$13,892,400.06 ",1098072,"$42,014,709.08 ",$109.27 ,"$17,920,228.79 ","$37,986,880.35 ",$74.24 
0,Statewide,202004,520519,256709,"$5,423,402.81 ",1197203,"$50,635,652.22 ",$107.70 ,"$16,377,358.94 ","$39,681,696.09 ",$76.23 
0,Statewide,202005,525436,66373,"$1,380,428.03 ",1298625,"$54,055,028.90 ",$105.50 ,"$17,139,838.69 ","$38,295,618.24 ",$72.88 
0,Statewide,202006,532347,,,1341709,"$55,580,997.81 ",$104.41 ,"$16,921,087.09 ","$38,659,910.72 ",$72.62 
0,Statewide,202007,543151,,,1393742,"$56,432,447.72 ",$103.90 ,"$17,749,735.64 ","$38,682,712.08 ",$71.22 
0,Statewide,202008,546005,,,1403848,"$56,391,713.54 ",$103.28 ,"$16,978,746.12 ","$39,412,967.42 ",$72.18 
0,Statewide,202009,544487,,,1381857,"$55,859,459.75 ",$102.59 ,"$16,680,783.51 ","$39,178,676.24 ",$71.96 
0,Statewide,202010,548101,,,1411794,"$55,976,929.73 ",$102.13 ,"$17,474,924.50 ","$38,502,005.23 ",$70.25 
0,Statewide,202011,546353,,,1390760,"$55,702,788.33 ",$101.95 ,"$16,419,395.79 ","$39,283,392.54 ",$71.90 
0,Statewide,202012,547249,,,1390080,"$55,920,142.57 ",$102.18 ,"$17,694,280.73 ","$38,225,861.84 ",$69.85 
1,Alameda,2019,28049,656225,"$13,816,977.37 ",112482,"$4,630,785.11 ",$657.70 ,,,
1,Alameda,201901,16063,77291,"$1,601,246.89 ",,,$99.69 ,,,
1,Alameda,201902,16105,77299,"$1,615,577.29 ",,,$100.32 ,,,
1,Alameda,201903,16041,76968,"$1,614,438.42 ",,,$100.64 ,,,
1,Alameda,201904,16107,77250,"$1,639,212.58 ",,,$101.77 ,,,
1,Alameda,201905,15991,75881,"$1,612,995.66 ",,,$100.87 ,,,
1,Alameda,201906,15583,74548,"$1,585,979.69 ",,,$101.78 ,,,
1,Alameda,201907,15534,73608,"$1,564,341.74 ",1,$2.99 ,$100.70 ,,,
1,Alameda,201908,14938,70619,"$1,498,961.01 ",12,$792.35 ,$100.40 ,,,
1,Alameda,201909,13959,38374,"$795,324.76 ",16520,"$671,161.83 ",$105.06 ,,,
1,Alameda,201910,13607,13825,"$274,490.15 ",29188,"$1,156,538.60 ",$105.17 ,,,
1,Alameda,201911,12884,297,"$7,277.33 ",33205,"$1,377,071.16 ",$107.45 ,,,
1,Alameda,201912,12990,265,"$7,131.85 ",33556,"$1,425,218.18 ",$110.27 ,,,
1,Alameda,2020,23384,642,"$17,263.43 ",394843,"$19,243,769.67 ",$823.68 ,,,
1,Alameda,202001,13597,256,"$7,129.69 ",35650,"$1,516,653.87 ",$112.07 ,,,
1,Alameda,202002,13534,180,"$5,037.66 ",34705,"$1,525,067.47 ",$113.06 ,,,
1,Alameda,202003,14034,150,"$3,742.23 ",34431,"$1,602,037.57 ",$114.42 ,,,
1,Alameda,202004,14147,50,"$1,265.59 ",32020,"$1,616,677.78 ",$114.37 ,,,
1,Alameda,202005,14232,6,$88.26 ,31966,"$1,609,392.48 ",$113.09 ,,,
1,Alameda,202006,14225,,,31963,"$1,596,891.57 ",$112.26 ,,,
1,Alameda,202007,14414,,,33068,"$1,596,479.04 ",$110.76 ,,,
1,Alameda,202008,14323,,,32867,"$1,626,648.00 ",$113.57 ,,,
1,Alameda,202009,14374,,,32158,"$1,627,842.85 ",$113.25 ,,,
1,Alameda,202010,14442,,,32209,"$1,631,318.77 ",$112.96 ,,,
1,Alameda,202011,14462,,,31829,"$1,644,030.07 ",$113.68 ,,,
1,Alameda,202012,14537,,,31977,"$1,650,730.20 ",$113.55 ,,,
3,Amador,2019,821,14815,"$284,603.53 ",2810,"$80,267.26 ",$444.42 ,,,
3,Amador,201901,393,1594,"$31,034.15 ",,,$78.97 ,,,
3,Amador,201902,349,1561,"$31,560.60 ",,,$90.43 ,,,
3,Amador,201903,351,1656,"$30,838.63 ",,,$87.86 ,,,
3,Amador,201904,364,1677,"$31,096.87 ",,,$85.43 ,,,
3,Amador,201905,370,1685,"$31,496.55 ",,,$85.13 ,,,
3,Amador,201906,351,1589,"$30,206.67 ",,,$86.06 ,,,
3,Amador,201907,366,1683,"$32,727.32 ",,,$89.42 ,,,
3,Amador,201908,355,1616,"$31,727.80 ",,,$89.37 ,,,
3,Amador,201909,340,1305,"$24,967.81 ",184,"$5,206.19 ",$88.75 ,,,
3,Amador,201910,331,409,"$8,117.33 ",734,"$20,618.98 ",$86.82 ,,,
3,Amador,201911,325,28,$448.47 ,931,"$26,121.66 ",$81.75 ,,,
3,Amador,201912,311,12,$381.33 ,961,"$28,320.43 ",$92.29 ,,,
3,Amador,2020,765,79,"$1,645.37 ",11333,"$341,015.76 ",$447.92 ,,,
3,Amador,202001,344,25,$360.02 ,1022,"$28,991.18 ",$85.32 ,,,
3,Amador,202002,352,28,$607.24 ,1019,"$28,091.38 ",$81.53 ,,,
3,Amador,202003,368,15,$439.91 ,1045,"$30,497.26 ",$84.07 ,,,
3,Amador,202004,378,7,$196.25 ,889,"$30,831.98 ",$82.09 ,,,
3,Amador,202005,365,4,$41.95 ,887,"$27,705.61 ",$76.02 ,,,
3,Amador,202006,373,,,904,"$30,375.80 ",$81.44 ,,,
3,Amador,202007,371,,,958,"$30,130.89 ",$81.22 ,,,
3,Amador,202008,375,,,987,"$29,560.52 ",$78.83 ,,,
3,Amador,202009,362,,,897,"$26,268.30 ",$72.56 ,,,
3,Amador,202010,379,,,947,"$27,952.96 ",$73.75 ,,,
3,Amador,202011,370,,,952,"$27,131.65 ",$73.33 ,,,
3,Amador,202012,327,,,826,"$23,478.23 ",$71.80 ,,,
4,Butte,2019,5497,131953,"$2,543,132.33 ",18900,"$582,605.10 ",$568.63 ,,,
4,Butte,201901,2980,14402,"$280,842.53 ",,,$94.24 ,,,
4,Butte,201902,2891,14068,"$275,631.56 ",,,$95.34 ,,,
4,Butte,201903,2886,14193,"$276,582.66 ",,,$95.84 ,,,
4,Butte,201904,2863,13980,"$267,454.94 ",,,$93.42 ,,,
4,Butte,201905,2912,14122,"$270,542.49 ",,,$92.91 ,,,
4,Butte,201906,2908,14092,"$269,178.91 ",,,$92.56 ,,,
4,Butte,201907,2913,14340,"$276,181.77 ",,,$94.81 ,,,
4,Butte,201908,2862,13852,"$265,008.53 ",2,$203.83 ,$92.67 ,,,
4,Butte,201909,2700,11969,"$228,736.49 ",746,"$22,782.38 ",$93.16 ,,,
4,Butte,201910,2617,5339,"$101,585.70 ",4399,"$133,644.11 ",$89.89 ,,,
4,Butte,201911,2559,1579,"$31,063.36 ",6353,"$197,488.78 ",$89.31 ,,,
4,Butte,201912,2572,17,$323.39 ,7400,"$228,486.00 ",$88.96 ,,,
4,Butte,2020,5177,84,"$1,982.63 ",81293,"$2,771,540.19 ",$535.74 ,,,
4,Butte,202001,2662,34,$455.37 ,7802,"$236,369.16 ",$88.96 ,,,
4,Butte,202002,2645,39,"$1,381.56 ",7145,"$231,764.76 ",$88.15 ,,,
4,Butte,202003,2811,8,$107.40 ,7386,"$247,304.29 ",$88.02 ,,,
4,Butte,202004,2888,3,$38.30 ,6731,"$243,435.39 ",$84.31 ,,,
4,Butte,202005,2641,,,6243,"$222,382.31 ",$84.20 ,,,
4,Butte,202006,2662,,,6330,"$221,667.01 ",$83.27 ,,,
4,Butte,202007,2730,,,6562,"$231,741.36 ",$84.89 ,,,
4,Butte,202008,2660,,,6624,"$228,038.98 ",$85.73 ,,,
4,Butte,202009,2737,,,6630,"$227,881.81 ",$83.26 ,,,
4,Butte,202010,2714,,,6720,"$225,032.76 ",$82.92 ,,,
4,Butte,202011,2701,,,6574,"$228,534.64 ",$84.61 ,,,
4,Butte,202012,2709,,,6546,"$227,387.72 ",$83.94 ,,,
5,Calaveras,2019,576,9545,"$194,050.26 ",2036,"$45,440.03 ",$415.78 ,,,
5,Calaveras,201901,264,1082,"$21,606.07 ",,,$81.84 ,,,
5,Calaveras,201902,253,1091,"$22,986.18 ",,,$90.85 ,,,
5,Calaveras,201903,247,1080,"$22,725.94 ",,,$92.01 ,,,
5,Calaveras,201904,269,1172,"$23,611.60 ",,,$87.78 ,,,
5,Calaveras,201905,254,1112,"$22,528.80 ",,,$88.70 ,,,
5,Calaveras,201906,228,973,"$19,775.70 ",,,$86.74 ,,,
5,Calaveras,201907,217,971,"$18,808.80 ",,,$86.68 ,,,
5,Calaveras,201908,220,983,"$19,316.68 ",,,$87.80 ,,,
5,Calaveras,201909,224,751,"$15,749.05 ",197,"$3,139.71 ",$84.32 ,,,
5,Calaveras,201910,196,226,"$4,640.73 ",503,"$11,067.77 ",$80.15 ,,,
5,Calaveras,201911,198,47,"$1,050.89 ",655,"$14,767.38 ",$79.89 ,,,
5,Calaveras,201912,219,57,"$1,249.82 ",681,"$16,465.17 ",$80.89 ,,,
5,Calaveras,2020,530,98,"$2,989.71 ",7219,"$212,448.24 ",$406.49 ,,,
5,Calaveras,202001,242,39,"$1,192.05 ",776,"$18,783.90 ",$82.55 ,,,
5,Calaveras,202002,225,31,$900.62 ,660,"$17,396.66 ",$81.32 ,,,
5,Calaveras,202003,245,16,$437.01 ,724,"$19,080.25 ",$79.66 ,,,
5,Calaveras,202004,218,12,$460.03 ,605,"$18,275.30 ",$85.94 ,,,
5,Calaveras,202005,213,,,550,"$17,574.92 ",$82.51 ,,,
5,Calaveras,202006,225,,,533,"$18,652.91 ",$82.90 ,,,
5,Calaveras,202007,226,,,595,"$16,241.72 ",$71.87 ,,,
5,Calaveras,202008,231,,,617,"$18,692.26 ",$80.92 ,,,
5,Calaveras,202009,236,,,526,"$18,064.94 ",$76.55 ,,,
5,Calaveras,202010,233,,,554,"$16,430.66 ",$70.52 ,,,
5,Calaveras,202011,229,,,541,"$16,532.82 ",$72.20 ,,,
5,Calaveras,202012,223,,,538,"$16,721.90 ",$74.99 ,,,
6,Colusa,2019,851,22178,"$481,610.36 ",3552,"$108,440.03 ",$693.36 ,,,
6,Colusa,201901,530,2550,"$54,281.91 ",,,$102.42 ,,,
6,Colusa,201902,511,2374,"$53,104.02 ",,,$103.92 ,,,
6,Colusa,201903,512,2464,"$53,899.93 ",,,$105.27 ,,,
6,Colusa,201904,526,2398,"$53,386.35 ",,,$101.49 ,,,
6,Colusa,201905,524,2454,"$54,094.16 ",,,$103.23 ,,,
6,Colusa,201906,522,2433,"$53,164.02 ",,,$101.85 ,,,
6,Colusa,201907,516,2406,"$51,814.79 ",,,$100.42 ,,,
6,Colusa,201908,502,2361,"$50,037.09 ",,,$99.68 ,,,
6,Colusa,201909,459,1909,"$40,547.41 ",181,"$4,997.63 ",$99.23 ,,,
6,Colusa,201910,459,730,"$15,314.74 ",968,"$27,708.19 ",$93.73 ,,,
6,Colusa,201911,415,98,"$1,805.01 ",1221,"$38,865.87 ",$98.00 ,,,
6,Colusa,201912,401,1,$160.93 ,1182,"$36,868.34 ",$92.34 ,,,
6,Colusa,2020,782,12,$342.93 ,16426,"$533,571.61 ",$682.76 ,,,
6,Colusa,202001,441,6,$232.07 ,1342,"$41,213.49 ",$93.98 ,,,
6,Colusa,202002,450,3,$59.40 ,1377,"$38,942.53 ",$86.67 ,,,
6,Colusa,202003,509,3,$51.46 ,1526,"$45,688.05 ",$89.86 ,,,
6,Colusa,202004,509,,,1366,"$44,452.69 ",$87.33 ,,,
6,Colusa,202005,509,,,1403,"$46,102.69 ",$90.58 ,,,
6,Colusa,202006,510,,,1392,"$44,178.54 ",$86.62 ,,,
6,Colusa,202007,528,,,1480,"$46,057.97 ",$87.23 ,,,
6,Colusa,202008,518,,,1406,"$44,829.25 ",$86.54 ,,,
6,Colusa,202009,517,,,1351,"$47,112.01 ",$91.13 ,,,
6,Colusa,202010,494,,,1272,"$45,319.27 ",$91.74 ,,,
6,Colusa,202011,496,,,1269,"$45,848.01 ",$92.44 ,,,
6,Colusa,202012,482,,,1242,"$43,827.11 ",$90.93 ,,,
7,Contra Costa,2019,20161,422814,"$8,799,321.95 ",74262,"$2,698,135.26 ",$570.28 ,,,
7,Contra Costa,201901,10096,48192,"$1,000,968.07 ",,,$99.15 ,,,
7,Contra Costa,201902,10288,49157,"$1,028,178.92 ",,,$99.94 ,,,
7,Contra Costa,201903,10247,48790,"$1,020,429.56 ",,,$99.58 ,,,
7,Contra Costa,201904,10416,50123,"$1,041,451.95 ",,,$99.99 ,,,
7,Contra Costa,201905,10677,50451,"$1,049,908.63 ",,,$98.33 ,,,
7,Contra Costa,201906,10335,49960,"$1,042,088.23 ",5,$72.10 ,$100.84 ,,,
7,Contra Costa,201907,10164,49229,"$1,029,025.87 ",8,$496.66 ,$101.29 ,,,
7,Contra Costa,201908,9592,46128,"$976,024.62 ",63,"$2,621.52 ",$102.03 ,,,
7,Contra Costa,201909,8664,24274,"$486,856.87 ",10429,"$368,487.72 ",$98.72 ,,,
7,Contra Costa,201910,8238,6192,"$118,020.49 ",19327,"$701,579.12 ",$99.49 ,,,
7,Contra Costa,201911,8160,178,"$3,562.39 ",21927,"$794,846.19 ",$97.84 ,,,
7,Contra Costa,201912,8212,140,"$2,806.35 ",22503,"$830,031.95 ",$101.42 ,,,
7,Contra Costa,2020,16407,372,"$9,052.13 ",281109,"$11,247,877.24 ",$686.11 ,,,
7,Contra Costa,202001,8520,126,"$3,087.92 ",23729,"$858,651.72 ",$101.14 ,,,
7,Contra Costa,202002,8497,93,"$2,433.35 ",23004,"$854,464.35 ",$100.85 ,,,
7,Contra Costa,202003,8949,88,"$1,797.79 ",23327,"$911,271.41 ",$102.03 ,,,
7,Contra Costa,202004,9429,52,"$1,359.62 ",22394,"$941,469.35 ",$99.99 ,,,
7,Contra Costa,202005,9544,13,$373.45 ,22654,"$948,120.90 ",$99.38 ,,,
7,Contra Costa,202006,9764,,,22815,"$940,130.92 ",$96.29 ,,,
7,Contra Costa,202007,9958,,,23543,"$955,321.89 ",$95.94 ,,,
7,Contra Costa,202008,9986,,,23812,"$958,458.76 ",$95.98 ,,,
7,Contra Costa,202009,10073,,,23658,"$959,808.01 ",$95.29 ,,,
7,Contra Costa,202010,10158,,,24159,"$961,161.32 ",$94.62 ,,,
7,Contra Costa,202011,10248,,,24047,"$979,258.61 ",$95.56 ,,,
7,Contra Costa,202012,10295,,,23967,"$979,760.00 ",$95.17 ,,,
8,Del Norte,2019,980,22385,"$382,515.04 ",6221,"$158,296.78 ",$551.85 ,,,
8,Del Norte,201901,576,2855,"$49,300.32 ",,,$85.59 ,,,
8,Del Norte,201902,553,2768,"$47,738.46 ",,,$86.33 ,,,
8,Del Norte,201903,555,2683,"$45,690.69 ",,,$82.33 ,,,
8,Del Norte,201904,559,2747,"$46,216.16 ",,,$82.68 ,,,
8,Del Norte,201905,562,2777,"$47,216.18 ",,,$84.01 ,,,
8,Del Norte,201906,546,2713,"$45,790.58 ",,,$83.87 ,,,
8,Del Norte,201907,519,2635,"$45,447.75 ",,,$87.57 ,,,
8,Del Norte,201908,507,2508,"$42,715.05 ",,,$84.25 ,,,
8,Del Norte,201909,493,494,"$9,227.24 ",1365,"$33,264.25 ",$86.19 ,,,
8,Del Norte,201910,536,163,"$2,658.22 ",1680,"$41,372.08 ",$82.15 ,,,
8,Del Norte,201911,527,34,$438.16 ,1583,"$40,963.58 ",$78.56 ,,,
8,Del Norte,201912,539,8,$76.23 ,1593,"$42,696.87 ",$79.36 ,,,
8,Del Norte,2020,800,28,$394.33 ,15496,"$456,311.79 ",$570.88 ,,,
8,Del Norte,202001,567,15,$261.65 ,1714,"$47,121.90 ",$83.57 ,,,
8,Del Norte,202002,548,11,$112.66 ,1537,"$44,216.00 ",$80.89 ,,,
8,Del Norte,202003,539,2,$20.02 ,1560,"$42,156.90 ",$78.25 ,,,
8,Del Norte,202004, - , - , - , - , - , - ,,,
8,Del Norte,202005, - , - , - , - , - , - ,,,
8,Del Norte,202006, - , - , - , - , - , - ,,,
8,Del Norte,202007, - , - , - , - , - , - ,,,
8,Del Norte,202008, - , - , - , - , - , - ,,,
8,Del Norte,202009, - , - , - , - , - , - ,,,
8,Del Norte,202010, - , - , - , - , - , - ,,,
8,Del Norte,202011, - , - , - , - , - , - ,,,
8,Del Norte,202012, - , - , - , - , - , - ,,,
9,El Dorado,2019,1955,37945,"$779,424.74 ",7016,"$207,357.44 ",$504.75 ,,,
9,El Dorado,201901,975,4337,"$89,358.60 ",,,$91.65 ,,,
9,El Dorado,201902,919,4278,"$87,344.23 ",,,$95.04 ,,,
9,El Dorado,201903,895,4181,"$87,794.59 ",,,$98.09 ,,,
9,El Dorado,201904,867,4108,"$85,203.04 ",,,$98.27 ,,,
9,El Dorado,201905,883,4114,"$84,316.67 ",,,$95.49 ,,,
9,El Dorado,201906,898,4127,"$84,164.97 ",,,$93.72 ,,,
9,El Dorado,201907,914,4165,"$85,447.20 ",,,$93.49 ,,,
9,El Dorado,201908,914,4124,"$83,785.46 ",,,$91.67 ,,,
9,El Dorado,201909,842,3297,"$68,090.00 ",384,"$10,156.64 ",$92.93 ,,,
9,El Dorado,201910,795,969,"$18,859.38 ",1817,"$52,157.85 ",$89.33 ,,,
9,El Dorado,201911,834,227,"$4,364.87 ",2326,"$70,079.92 ",$89.26 ,,,
9,El Dorado,201912,847,18,$695.73 ,2489,"$74,963.03 ",$89.33 ,,,
9,El Dorado,2020,1915,66,"$1,247.73 ",27212,"$875,729.03 ",$457.95 ,,,
9,El Dorado,202001,862,15,$228.89 ,2542,"$77,806.34 ",$90.53 ,,,
9,El Dorado,202002,854,22,$420.67 ,2391,"$70,967.50 ",$83.59 ,,,
9,El Dorado,202003,911,21,$443.29 ,2398,"$76,265.16 ",$84.20 ,,,
9,El Dorado,202004,880,8,$154.88 ,2179,"$73,635.19 ",$83.85 ,,,
9,El Dorado,202005,891,,,2242,"$73,292.39 ",$82.26 ,,,
9,El Dorado,202006,898,,,2071,"$70,742.07 ",$78.78 ,,,
9,El Dorado,202007,923,,,2202,"$73,735.11 ",$79.89 ,,,
9,El Dorado,202008,919,,,2266,"$73,222.69 ",$79.68 ,,,
9,El Dorado,202009,909,,,2138,"$71,632.50 ",$78.80 ,,,
9,El Dorado,202010,921,,,2236,"$71,556.44 ",$77.69 ,,,
9,El Dorado,202011,941,,,2275,"$71,948.32 ",$76.46 ,,,
9,El Dorado,202012,932,,,2272,"$70,925.32 ",$76.10 ,,,
10,Fresno,2019,45670,1810212,"$37,605,081.87 ",119,"$3,493.46 ",$823.49 ,,,
10,Fresno,201901,30918,154761,"$3,252,174.61 ",,,$105.19 ,,,
10,Fresno,201902,30725,154291,"$3,239,372.89 ",,,$105.43 ,,,
10,Fresno,201903,30676,152429,"$3,193,712.75 ",,,$104.11 ,,,
10,Fresno,201904,30680,153982,"$3,193,642.71 ",,,$104.10 ,,,
10,Fresno,201905,30864,153286,"$3,168,529.85 ",,,$102.66 ,,,
10,Fresno,201906,30550,152962,"$3,143,216.02 ",,,$102.89 ,,,
10,Fresno,201907,30753,154172,"$3,163,640.38 ",1,$2.78 ,$102.87 ,,,
10,Fresno,201908,30611,152092,"$3,124,814.78 ",1,$33.38 ,$102.08 ,,,
10,Fresno,201909,30204,150693,"$3,109,933.49 ",3,$156.39 ,$102.97 ,,,
10,Fresno,201910,29677,147307,"$3,057,985.58 ",14,$555.92 ,$103.06 ,,,
10,Fresno,201911,28812,143217,"$2,992,575.26 ",22,$672.98 ,$103.89 ,,,
10,Fresno,201912,28439,141020,"$2,965,483.55 ",78,"$2,072.01 ",$104.35 ,,,
10,Fresno,2020,42781,425838,"$8,993,625.21 ",603634,"$25,692,265.67 ",$810.78 ,,,
10,Fresno,202001,28968,144732,"$3,032,892.10 ",80,"$2,787.11 ",$104.79 ,,,
10,Fresno,202002,27387,136863,"$2,911,229.70 ",165,"$5,452.43 ",$106.50 ,,,
10,Fresno,202003,26545,95018,"$2,020,041.50 ",19607,"$874,478.57 ",$109.04 ,,,
10,Fresno,202004,25965,41899,"$883,457.79 ",41480,"$1,939,754.04 ",$108.73 ,,,
10,Fresno,202005,25977,7326,"$146,004.12 ",58999,"$2,633,597.42 ",$107.00 ,,,
10,Fresno,202006,26966,,,65860,"$2,822,218.51 ",$104.66 ,,,
10,Fresno,202007,27738,,,69005,"$2,915,302.66 ",$105.10 ,,,
10,Fresno,202008,27949,,,69310,"$2,910,947.74 ",$104.15 ,,,
10,Fresno,202009,27950,,,68906,"$2,896,953.33 ",$103.65 ,,,
10,Fresno,202010,28310,,,71167,"$2,919,161.97 ",$103.11 ,,,
10,Fresno,202011,28066,,,70008,"$2,890,765.17 ",$103.00 ,,,
10,Fresno,202012,27978,,,69047,"$2,880,846.72 ",$102.97 ,,,
11,Glenn,2019,1325,26673,"$475,907.81 ",5025,"$125,966.79 ",$454.24 ,,,
11,Glenn,201901,677,2977,"$53,733.15 ",,,$79.37 ,,,
11,Glenn,201902,634,2785,"$50,510.35 ",,,$79.67 ,,,
11,Glenn,201903,660,2876,"$51,595.97 ",,,$78.18 ,,,
11,Glenn,201904,655,2850,"$49,920.65 ",,,$76.21 ,,,
11,Glenn,201905,672,2977,"$53,361.17 ",,,$79.41 ,,,
11,Glenn,201906,696,2975,"$53,685.55 ",,,$77.13 ,,,
11,Glenn,201907,673,2976,"$52,130.71 ",,,$77.46 ,,,
11,Glenn,201908,656,2889,"$50,271.61 ",,,$76.63 ,,,
11,Glenn,201909,622,2362,"$43,327.53 ",246,"$5,204.29 ",$78.03 ,,,
11,Glenn,201910,655,853,"$15,208.03 ",1288,"$32,642.43 ",$73.05 ,,,
11,Glenn,201911,603,153,"$2,163.09 ",1623,"$40,946.18 ",$71.49 ,,,
11,Glenn,201912,656,,,1868,"$47,173.89 ",$71.91 ,,,
11,Glenn,2020,1326,5,$319.12 ,19956,"$528,192.38 ",$398.58 ,,,
11,Glenn,202001,705,,,1935,"$51,171.70 ",$72.58 ,,,
11,Glenn,202002,671,,,1745,"$45,859.15 ",$68.34 ,,,
11,Glenn,202003,714,5,$319.12 ,1802,"$49,402.56 ",$69.64 ,,,
11,Glenn,202004,656,,,1521,"$44,970.05 ",$68.55 ,,,
11,Glenn,202005,663,,,1548,"$43,983.14 ",$66.34 ,,,
11,Glenn,202006,679,,,1551,"$45,236.24 ",$66.62 ,,,
11,Glenn,202007,693,,,1704,"$44,373.75 ",$64.03 ,,,
11,Glenn,202008,669,,,1703,"$42,249.15 ",$63.15 ,,,
11,Glenn,202009,667,,,1606,"$41,347.53 ",$61.99 ,,,
11,Glenn,202010,651,,,1629,"$39,891.22 ",$61.28 ,,,
11,Glenn,202011,664,,,1681,"$40,959.62 ",$61.69 ,,,
11,Glenn,202012,615,,,1531,"$38,748.27 ",$63.01 ,,,
12,Humboldt,2019,3060,67586,"$1,307,442.84 ",20357,"$548,431.74 ",$606.49 ,,,
12,Humboldt,201901,1808,8716,"$167,299.46 ",,,$92.53 ,,,
12,Humboldt,201902,1726,8292,"$159,592.81 ",,,$92.46 ,,,
12,Humboldt,201903,1640,7875,"$153,413.54 ",,,$93.54 ,,,
12,Humboldt,201904,1675,8147,"$156,344.49 ",,,$93.34 ,,,
12,Humboldt,201905,1750,8493,"$163,596.81 ",,,$93.48 ,,,
12,Humboldt,201906,1704,8225,"$159,795.04 ",,,$93.78 ,,,
12,Humboldt,201907,1687,8256,"$162,121.92 ",,,$96.10 ,,,
12,Humboldt,201908,1661,8012,"$156,272.89 ",,,$94.08 ,,,
12,Humboldt,201909,1465,1278,"$23,524.72 ",4400,"$114,667.74 ",$94.33 ,,,
12,Humboldt,201910,1580,261,"$4,581.44 ",5312,"$142,879.56 ",$93.33 ,,,
12,Humboldt,201911,1673,15,$511.41 ,5358,"$147,522.85 ",$88.48 ,,,
12,Humboldt,201912,1594,16,$388.31 ,5287,"$143,361.59 ",$90.18 ,,,
12,Humboldt,2020,2682,13,$159.30 ,52949,"$1,584,295.27 ",$590.77 ,,,
12,Humboldt,202001,1686,11,$138.60 ,5633,"$154,802.60 ",$91.90 ,,,
12,Humboldt,202002,1600,2,$20.70 ,5012,"$144,487.09 ",$90.32 ,,,
12,Humboldt,202003,1672,,,4816,"$147,201.07 ",$88.04 ,,,
12,Humboldt,202004,1605,,,4232,"$139,533.47 ",$86.94 ,,,
12,Humboldt,202005,1599,,,4038,"$132,317.74 ",$82.75 ,,,
12,Humboldt,202006,1573,,,4113,"$125,146.40 ",$79.56 ,,,
12,Humboldt,202007,1594,,,4255,"$127,341.28 ",$79.89 ,,,
12,Humboldt,202008,1588,,,4166,"$124,981.72 ",$78.70 ,,,
12,Humboldt,202009,1565,,,4160,"$124,461.18 ",$79.53 ,,,
12,Humboldt,202010,1565,,,4221,"$120,856.29 ",$77.22 ,,,
12,Humboldt,202011,1555,,,4159,"$120,871.49 ",$77.73 ,,,
12,Humboldt,202012,1542,,,4144,"$122,294.94 ",$79.31 ,,,
13,Imperial,2019,7052,208124,"$4,446,243.64 ",17763,"$553,761.47 ",$709.02 ,,,
13,Imperial,201901,4292,20707,"$440,797.74 ",,,$102.70 ,,,
