Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
7,Contra Costa,201108,15996,81924,"$1,502,133.76 ",$93.91 ,,,
7,Contra Costa,201109,15849,81308,"$1,501,288.78 ",$94.72 ,,,
7,Contra Costa,201110,15570,79135,"$1,478,960.36 ",$94.99 ,,,
7,Contra Costa,201111,15517,78811,"$1,468,330.85 ",$94.63 ,,,
7,Contra Costa,201112,15142,77098,"$1,428,864.43 ",$94.36 ,,,
7,Contra Costa,2012,26155,909700,"$16,462,280.44 ",$629.41 ,,,
7,Contra Costa,201201,15211,77728,"$1,436,116.90 ",$94.41 ,,,
7,Contra Costa,201202,15034,76294,"$1,428,990.29 ",$95.05 ,,,
7,Contra Costa,201203,15233,76691,"$1,423,286.07 ",$93.43 ,,,
7,Contra Costa,201204,15176,76502,"$1,424,103.32 ",$93.84 ,,,
7,Contra Costa,201205,15241,76485,"$1,389,539.45 ",$91.17 ,,,
7,Contra Costa,201206,15162,75967,"$1,336,260.76 ",$88.13 ,,,
7,Contra Costa,201207,15138,75053,"$1,322,643.42 ",$87.37 ,,,
7,Contra Costa,201208,15203,75589,"$1,329,649.05 ",$87.46 ,,,
7,Contra Costa,201209,14804,73755,"$1,313,550.28 ",$88.73 ,,,
7,Contra Costa,201210,15234,75402,"$1,348,374.00 ",$88.51 ,,,
7,Contra Costa,201211,15496,75982,"$1,362,511.75 ",$87.93 ,,,
7,Contra Costa,201212,15149,74252,"$1,347,255.15 ",$88.93 ,,,
7,Contra Costa,2013,25740,861753,"$15,765,169.10 ",$612.48 ,,,
7,Contra Costa,201301,15499,76154,"$1,390,748.38 ",$89.73 ,,,
7,Contra Costa,201302,15158,75170,"$1,367,253.31 ",$90.20 ,,,
7,Contra Costa,201303,14886,72816,"$1,329,683.97 ",$89.32 ,,,
7,Contra Costa,201304,15150,74226,"$1,348,043.04 ",$88.98 ,,,
7,Contra Costa,201305,15279,74737,"$1,356,650.80 ",$88.79 ,,,
7,Contra Costa,201306,14936,73051,"$1,322,205.57 ",$88.52 ,,,
7,Contra Costa,201307,14727,71411,"$1,299,588.77 ",$88.25 ,,,
7,Contra Costa,201308,14912,72455,"$1,319,573.20 ",$88.49 ,,,
7,Contra Costa,201309,14403,70467,"$1,289,757.11 ",$89.55 ,,,
7,Contra Costa,201310,14336,69346,"$1,280,116.49 ",$89.29 ,,,
7,Contra Costa,201311,13600,66050,"$1,230,877.68 ",$90.51 ,,,
7,Contra Costa,201312,13600,65870,"$1,230,670.78 ",$90.49 ,,,
7,Contra Costa,2014,24223,804247,"$15,374,260.51 ",$634.70 ,,,
7,Contra Costa,201401,14130,69142,"$1,286,277.25 ",$91.03 ,,,
7,Contra Costa,201402,13937,68036,"$1,267,983.28 ",$90.98 ,,,
7,Contra Costa,201403,13906,67615,"$1,260,406.56 ",$90.64 ,,,
7,Contra Costa,201404,13917,68004,"$1,271,148.20 ",$91.34 ,,,
7,Contra Costa,201405,13794,67236,"$1,266,138.63 ",$91.79 ,,,
7,Contra Costa,201406,14003,68395,"$1,303,252.81 ",$93.07 ,,,
7,Contra Costa,201407,13999,68080,"$1,312,371.81 ",$93.75 ,,,
7,Contra Costa,201408,13584,66225,"$1,280,738.93 ",$94.28 ,,,
7,Contra Costa,201409,13746,67297,"$1,307,519.60 ",$95.12 ,,,
7,Contra Costa,201410,13778,66576,"$1,297,828.07 ",$94.20 ,,,
7,Contra Costa,201411,13312,64336,"$1,266,420.65 ",$95.13 ,,,
7,Contra Costa,201412,13155,63305,"$1,254,174.72 ",$95.34 ,,,
7,Contra Costa,2015,25156,744328,"$14,612,664.84 ",$580.88 ,,,
7,Contra Costa,201501,13259,63943,"$1,271,252.08 ",$95.88 ,,,
7,Contra Costa,201502,12808,61926,"$1,230,444.23 ",$96.07 ,,,
7,Contra Costa,201503,12725,61426,"$1,205,438.73 ",$94.73 ,,,
7,Contra Costa,201504,12669,61545,"$1,201,446.15 ",$94.83 ,,,
7,Contra Costa,201505,12824,61367,"$1,198,811.70 ",$93.48 ,,,
7,Contra Costa,201506,13365,63320,"$1,249,386.58 ",$93.48 ,,,
7,Contra Costa,201507,14196,66901,"$1,326,470.27 ",$93.44 ,,,
7,Contra Costa,201508,13808,64834,"$1,277,819.46 ",$92.54 ,,,
7,Contra Costa,201509,12665,61919,"$1,194,030.51 ",$94.28 ,,,
7,Contra Costa,201510,12586,60656,"$1,182,804.73 ",$93.98 ,,,
7,Contra Costa,201511,12219,58471,"$1,141,360.33 ",$93.41 ,,,
7,Contra Costa,201512,12139,58020,"$1,133,400.07 ",$93.37 ,,,
7,Contra Costa,2016,21325,674678,"$13,006,483.74 ",$609.92 ,,,
7,Contra Costa,201601,12139,58399,"$1,133,853.73 ",$93.41 ,,,
7,Contra Costa,201602,12043,57925,"$1,120,598.18 ",$93.05 ,,,
7,Contra Costa,201603,12125,58263,"$1,122,667.45 ",$92.59 ,,,
7,Contra Costa,201604,11931,58378,"$1,126,386.69 ",$94.41 ,,,
7,Contra Costa,201605,11713,56940,"$1,089,425.17 ",$93.01 ,,,
7,Contra Costa,201606,11677,57779,"$1,098,915.86 ",$94.11 ,,,
7,Contra Costa,201607,11313,55562,"$1,067,130.94 ",$94.33 ,,,
7,Contra Costa,201608,11648,56994,"$1,096,400.99 ",$94.13 ,,,
7,Contra Costa,201609,11387,55886,"$1,071,269.81 ",$94.08 ,,,
7,Contra Costa,201610,11095,53953,"$1,042,374.41 ",$93.95 ,,,
7,Contra Costa,201611,10872,53283,"$1,033,242.79 ",$95.04 ,,,
7,Contra Costa,201612,10539,51316,"$1,004,217.72 ",$95.29 ,,,
7,Contra Costa,2017,22422,627246,"$12,359,301.02 ",$551.21 ,,,
7,Contra Costa,201701,11001,53816,"$1,052,597.67 ",$95.68 ,,,
7,Contra Costa,201702,10802,52039,"$1,024,086.87 ",$94.81 ,,,
7,Contra Costa,201703,11217,53475,"$1,066,738.00 ",$95.10 ,,,
7,Contra Costa,201704,10831,52119,"$1,031,522.37 ",$95.24 ,,,
7,Contra Costa,201705,10764,51852,"$1,017,285.00 ",$94.51 ,,,
7,Contra Costa,201706,10739,51901,"$1,015,746.43 ",$94.58 ,,,
7,Contra Costa,201707,10715,51811,"$1,006,734.46 ",$93.96 ,,,
7,Contra Costa,201708,10874,52470,"$1,020,132.39 ",$93.81 ,,,
7,Contra Costa,201709,10823,52362,"$1,028,013.73 ",$94.98 ,,,
7,Contra Costa,201710,10911,52474,"$1,033,479.39 ",$94.72 ,,,
7,Contra Costa,201711,10848,52120,"$1,041,661.55 ",$96.02 ,,,
7,Contra Costa,201712,10552,50807,"$1,021,303.16 ",$96.79 ,,,
7,Contra Costa,2018,21975,627273,"$12,573,812.06 ",$572.19 ,,,
7,Contra Costa,201801,11105,54007,"$1,079,456.56 ",$97.20 ,,,
7,Contra Costa,201802,11217,53765,"$1,069,128.86 ",$95.31 ,,,
7,Contra Costa,201803,11407,54063,"$1,087,470.55 ",$95.33 ,,,
7,Contra Costa,201804,11323,54257,"$1,087,905.24 ",$96.08 ,,,
7,Contra Costa,201805,11320,53564,"$1,069,838.64 ",$94.51 ,,,
7,Contra Costa,201806,11218,53769,"$1,064,829.98 ",$94.92 ,,,
7,Contra Costa,201807,10981,52464,"$1,042,658.52 ",$94.95 ,,,
7,Contra Costa,201808,11348,53930,"$1,072,974.48 ",$94.55 ,,,
7,Contra Costa,201809,10735,51198,"$1,022,101.13 ",$95.21 ,,,
7,Contra Costa,201810,10776,50787,"$1,020,968.51 ",$94.74 ,,,
7,Contra Costa,201811,10221,48841,"$986,767.87 ",$96.54 ,,,
7,Contra Costa,201812,9791,46628,"$969,711.72 ",$99.04 ,,,
8,Del Norte,2010,1211,47243,"$814,472.84 ",$672.56 ,,,
8,Del Norte,201001,719,3877,"$63,551.15 ",$88.39 ,,,
8,Del Norte,201002,701,3831,"$62,212.45 ",$88.75 ,,,
8,Del Norte,201003,728,4002,"$65,586.06 ",$90.09 ,,,
8,Del Norte,201004,732,3885,"$65,466.86 ",$89.44 ,,,
8,Del Norte,201005,734,3899,"$67,821.44 ",$92.40 ,,,
8,Del Norte,201006,756,3926,"$68,263.61 ",$90.30 ,,,
8,Del Norte,201007,764,3945,"$67,511.86 ",$88.37 ,,,
8,Del Norte,201008,764,3994,"$69,448.05 ",$90.90 ,,,
8,Del Norte,201009,766,4040,"$70,106.43 ",$91.52 ,,,
8,Del Norte,201010,771,3962,"$70,859.08 ",$91.91 ,,,
8,Del Norte,201011,761,3902,"$70,806.71 ",$93.04 ,,,
8,Del Norte,201012,764,3980,"$72,839.14 ",$95.34 ,,,
8,Del Norte,2011,1220,47865,"$868,065.73 ",$711.53 ,,,
8,Del Norte,201101,764,3985,"$72,129.35 ",$94.41 ,,,
8,Del Norte,201102,756,3867,"$69,003.48 ",$91.27 ,,,
8,Del Norte,201103,762,3959,"$68,542.05 ",$89.95 ,,,
8,Del Norte,201104,778,4044,"$72,032.85 ",$92.59 ,,,
8,Del Norte,201105,758,3950,"$70,069.99 ",$92.44 ,,,
8,Del Norte,201106,773,4103,"$72,739.02 ",$94.10 ,,,
8,Del Norte,201107,766,4001,"$71,751.71 ",$93.67 ,,,
8,Del Norte,201108,775,4054,"$74,086.05 ",$95.59 ,,,
8,Del Norte,201109,779,4028,"$75,187.50 ",$96.52 ,,,
8,Del Norte,201110,775,3979,"$74,408.79 ",$96.01 ,,,
8,Del Norte,201111,759,3977,"$74,604.61 ",$98.29 ,,,
8,Del Norte,201112,759,3918,"$73,510.33 ",$96.85 ,,,
8,Del Norte,2012,1175,45145,"$829,252.66 ",$705.75 ,,,
8,Del Norte,201201,747,3817,"$71,751.01 ",$96.05 ,,,
8,Del Norte,201202,737,3816,"$72,988.61 ",$99.03 ,,,
8,Del Norte,201203,739,3831,"$71,803.55 ",$97.16 ,,,
8,Del Norte,201204,744,3814,"$71,329.34 ",$95.87 ,,,
8,Del Norte,201205,749,3828,"$71,161.43 ",$95.01 ,,,
8,Del Norte,201206,748,3862,"$70,263.35 ",$93.93 ,,,
8,Del Norte,201207,755,3852,"$69,646.52 ",$92.25 ,,,
8,Del Norte,201208,741,3760,"$68,894.51 ",$92.98 ,,,
8,Del Norte,201209,704,3653,"$65,870.84 ",$93.57 ,,,
8,Del Norte,201210,714,3624,"$65,125.35 ",$91.21 ,,,
8,Del Norte,201211,708,3673,"$65,540.93 ",$92.57 ,,,
8,Del Norte,201212,695,3615,"$64,877.22 ",$93.35 ,,,
8,Del Norte,2013,1094,40132,"$711,962.95 ",$650.79 ,,,
8,Del Norte,201301,681,3473,"$62,257.37 ",$91.42 ,,,
8,Del Norte,201302,654,3403,"$61,582.78 ",$94.16 ,,,
8,Del Norte,201303,636,3307,"$58,636.00 ",$92.19 ,,,
8,Del Norte,201304,631,3374,"$59,361.64 ",$94.08 ,,,
8,Del Norte,201305,674,3433,"$61,347.03 ",$91.02 ,,,
8,Del Norte,201306,652,3356,"$59,873.29 ",$91.83 ,,,
8,Del Norte,201307,670,3470,"$61,341.26 ",$91.55 ,,,
8,Del Norte,201308,658,3364,"$59,043.89 ",$89.73 ,,,
8,Del Norte,201309,632,3228,"$57,698.28 ",$91.29 ,,,
8,Del Norte,201310,624,3199,"$56,814.70 ",$91.05 ,,,
8,Del Norte,201311,645,3271,"$57,502.44 ",$89.15 ,,,
8,Del Norte,201312,622,3254,"$56,504.27 ",$90.84 ,,,
8,Del Norte,2014,1087,40989,"$721,835.75 ",$664.06 ,,,
8,Del Norte,201401,635,3247,"$55,884.21 ",$88.01 ,,,
8,Del Norte,201402,649,3387,"$58,036.53 ",$89.42 ,,,
8,Del Norte,201403,616,3181,"$54,761.76 ",$88.90 ,,,
8,Del Norte,201404,623,3286,"$56,992.68 ",$91.48 ,,,
8,Del Norte,201405,626,3368,"$58,627.14 ",$93.65 ,,,
8,Del Norte,201406,658,3544,"$61,799.54 ",$93.92 ,,,
8,Del Norte,201407, - , - , - , - ,,,
8,Del Norte,201408, - , - , - , - ,,,
8,Del Norte,201409, - , - , - , - ,,,
8,Del Norte,201410, - , - , - , - ,,,
8,Del Norte,201411, - , - , - , - ,,,
8,Del Norte,201412, - , - , - , - ,,,
8,Del Norte,2015, - , - , - , - ,,,
8,Del Norte,201501, - , - , - , - ,,,
8,Del Norte,201502, - , - , - , - ,,,
8,Del Norte,201503, - , - , - , - ,,,
8,Del Norte,201504, - , - , - , - ,,,
8,Del Norte,201505, - , - , - , - ,,,
8,Del Norte,201506, - , - , - , - ,,,
8,Del Norte,201507, - , - , - , - ,,,
8,Del Norte,201508, - , - , - , - ,,,
8,Del Norte,201509, - , - , - , - ,,,
8,Del Norte,201510, - , - , - , - ,,,
8,Del Norte,201511, - , - , - , - ,,,
8,Del Norte,201512, - , - , - , - ,,,
8,Del Norte,2016, - , - , - , - ,,,
8,Del Norte,201601, - , - , - , - ,,,
8,Del Norte,201602, - , - , - , - ,,,
8,Del Norte,201603, - , - , - , - ,,,
8,Del Norte,201604, - , - , - , - ,,,
8,Del Norte,201605, - , - , - , - ,,,
8,Del Norte,201606, - , - , - , - ,,,
8,Del Norte,201607, - , - , - , - ,,,
8,Del Norte,201608, - , - , - , - ,,,
8,Del Norte,201609, - , - , - , - ,,,
8,Del Norte,201610, - , - , - , - ,,,
8,Del Norte,201611, - , - , - , - ,,,
8,Del Norte,201612, - , - , - , - ,,,
8,Del Norte,2017,938,36839,"$621,372.78 ",$662.44 ,,,
8,Del Norte,201701, - , - , - , - ,,,
8,Del Norte,201702, - , - , - , - ,,,
8,Del Norte,201703, - , - , - , - ,,,
8,Del Norte,201704, - , - , - , - ,,,
8,Del Norte,201705,590,3116,"$52,926.05 ",$89.71 ,,,
8,Del Norte,201706,594,3120,"$53,245.71 ",$89.64 ,,,
8,Del Norte,201707,600,3212,"$55,143.29 ",$91.91 ,,,
8,Del Norte,201708,607,3130,"$52,287.76 ",$86.14 ,,,
8,Del Norte,201709,571,3023,"$50,993.67 ",$89.31 ,,,
8,Del Norte,201710,564,2966,"$48,842.85 ",$86.60 ,,,
8,Del Norte,201711, - , - , - , - ,,,
8,Del Norte,201712, - , - , - , - ,,,
8,Del Norte,2018,1004,35298,"$598,838.24 ",$596.45 ,,,
8,Del Norte,201801, - , - , - , - ,,,
8,Del Norte,201802,567,2944,"$50,649.77 ",$89.33 ,,,
8,Del Norte,201803,575,3003,"$51,522.96 ",$89.61 ,,,
8,Del Norte,201804,563,2963,"$50,351.37 ",$89.43 ,,,
8,Del Norte,201805,573,2935,"$49,671.46 ",$86.69 ,,,
8,Del Norte,201806,573,2878,"$48,553.60 ",$84.74 ,,,
8,Del Norte,201807,578,2959,"$48,697.04 ",$84.25 ,,,
8,Del Norte,201808,593,2961,"$49,511.73 ",$83.49 ,,,
8,Del Norte,201809,592,2918,"$50,560.31 ",$85.41 ,,,
8,Del Norte,201810,602,2969,"$50,905.17 ",$84.56 ,,,
8,Del Norte,201811,589,2916,"$49,803.71 ",$84.56 ,,,
8,Del Norte,201812,556,2752,"$47,478.45 ",$85.39 ,,,
9,El Dorado,2010,3318,112923,"$1,809,912.82 ",$545.48 ,,,
9,El Dorado,201001,1894,9938,"$156,812.15 ",$82.79 ,,,
9,El Dorado,201002,1850,9759,"$152,063.00 ",$82.20 ,,,
9,El Dorado,201003,1885,9795,"$149,291.29 ",$79.20 ,,,
9,El Dorado,201004,1900,9723,"$151,813.16 ",$79.90 ,,,
9,El Dorado,201005,1905,9379,"$150,839.36 ",$79.18 ,,,
9,El Dorado,201006,1890,9244,"$149,127.30 ",$78.90 ,,,
9,El Dorado,201007,1939,9387,"$152,518.31 ",$78.66 ,,,
9,El Dorado,201008,1903,9336,"$152,082.13 ",$79.92 ,,,
9,El Dorado,201009,1871,9254,"$151,780.70 ",$81.12 ,,,
9,El Dorado,201010,1872,9224,"$149,165.39 ",$79.68 ,,,
9,El Dorado,201011,1829,9083,"$148,685.73 ",$81.29 ,,,
9,El Dorado,201012,1823,8801,"$145,734.30 ",$79.94 ,,,
9,El Dorado,2011,3504,108101,"$1,871,562.06 ",$534.12 ,,,
9,El Dorado,201101,1852,9074,"$150,836.07 ",$81.44 ,,,
9,El Dorado,201102,1807,8844,"$145,585.33 ",$80.57 ,,,
9,El Dorado,201103,1830,8917,"$150,664.42 ",$82.33 ,,,
9,El Dorado,201104,1842,9031,"$153,897.38 ",$83.55 ,,,
9,El Dorado,201105,1862,9068,"$156,277.06 ",$83.93 ,,,
9,El Dorado,201106,1875,8983,"$156,442.12 ",$83.44 ,,,
9,El Dorado,201107,1873,8832,"$155,891.66 ",$83.23 ,,,
9,El Dorado,201108,1911,9271,"$163,170.19 ",$85.38 ,,,
9,El Dorado,201109,1902,9283,"$162,918.93 ",$85.66 ,,,
9,El Dorado,201110,1905,9151,"$161,754.65 ",$84.91 ,,,
9,El Dorado,201111,1873,8931,"$158,383.58 ",$84.56 ,,,
9,El Dorado,201112,1841,8716,"$155,740.67 ",$84.60 ,,,
9,El Dorado,2012,3238,105523,"$1,854,163.92 ",$572.63 ,,,
9,El Dorado,201201,1876,9138,"$160,238.14 ",$85.41 ,,,
9,El Dorado,201202,1822,8759,"$155,237.17 ",$85.20 ,,,
9,El Dorado,201203,1828,8854,"$154,780.88 ",$84.67 ,,,
9,El Dorado,201204,1847,9012,"$156,693.51 ",$84.84 ,,,
9,El Dorado,201205,1867,9001,"$156,195.67 ",$83.66 ,,,
9,El Dorado,201206,1843,8862,"$154,006.85 ",$83.56 ,,,
9,El Dorado,201207,1830,8803,"$153,555.53 ",$83.91 ,,,
9,El Dorado,201208,1867,8937,"$155,630.47 ",$83.36 ,,,
9,El Dorado,201209,1828,8884,"$156,376.98 ",$85.55 ,,,
9,El Dorado,201210,1843,8823,"$157,365.35 ",$85.39 ,,,
9,El Dorado,201211,1768,8355,"$149,629.06 ",$84.63 ,,,
9,El Dorado,201212,1714,8095,"$144,454.31 ",$84.28 ,,,
9,El Dorado,2013,3090,96051,"$1,706,599.93 ",$552.30 ,,,
9,El Dorado,201301,1743,8234,"$149,025.87 ",$85.50 ,,,
9,El Dorado,201302,1746,8249,"$146,879.20 ",$84.12 ,,,
9,El Dorado,201303,1737,8208,"$147,174.27 ",$84.73 ,,,
9,El Dorado,201304,1736,8214,"$147,024.57 ",$84.69 ,,,
9,El Dorado,201305,1742,8234,"$143,892.39 ",$82.60 ,,,
9,El Dorado,201306,1651,7920,"$138,118.49 ",$83.66 ,,,
9,El Dorado,201307,1691,7991,"$140,240.54 ",$82.93 ,,,
9,El Dorado,201308,1693,8095,"$141,276.25 ",$83.45 ,,,
9,El Dorado,201309,1668,7961,"$141,992.64 ",$85.13 ,,,
9,El Dorado,201310,1682,7808,"$140,745.75 ",$83.68 ,,,
9,El Dorado,201311,1605,7626,"$135,685.20 ",$84.54 ,,,
9,El Dorado,201312,1574,7511,"$134,544.76 ",$85.48 ,,,
9,El Dorado,2014,3065,89189,"$1,693,739.66 ",$552.61 ,,,
9,El Dorado,201401,1665,7905,"$139,003.59 ",$83.49 ,,,
9,El Dorado,201402,1593,7643,"$138,267.38 ",$86.80 ,,,
9,El Dorado,201403,1555,7441,"$137,463.94 ",$88.40 ,,,
9,El Dorado,201404,1567,7486,"$137,413.71 ",$87.69 ,,,
9,El Dorado,201405,1577,7292,"$137,525.01 ",$87.21 ,,,
9,El Dorado,201406,1634,7560,"$145,377.99 ",$88.97 ,,,
9,El Dorado,201407,1643,7587,"$146,935.33 ",$89.43 ,,,
9,El Dorado,201408,1567,7393,"$143,819.05 ",$91.78 ,,,
9,El Dorado,201409,1604,7577,"$147,451.22 ",$91.93 ,,,
9,El Dorado,201410,1603,7340,"$144,070.94 ",$89.88 ,,,
9,El Dorado,201411,1533,7140,"$139,101.59 ",$90.74 ,,,
9,El Dorado,201412,1475,6825,"$137,309.91 ",$93.09 ,,,
9,El Dorado,2015,2739,77943,"$1,482,670.10 ",$541.32 ,,,
9,El Dorado,201501,1518,7020,"$139,786.48 ",$92.09 ,,,
9,El Dorado,201502,1437,6605,"$130,162.69 ",$90.58 ,,,
9,El Dorado,201503,1454,6794,"$129,330.89 ",$88.95 ,,,
9,El Dorado,201504,1445,6695,"$124,647.27 ",$86.26 ,,,
9,El Dorado,201505,1413,6554,"$122,079.93 ",$86.40 ,,,
9,El Dorado,201506,1412,6540,"$121,065.32 ",$85.74 ,,,
9,El Dorado,201507,1420,6602,"$124,689.32 ",$87.81 ,,,
9,El Dorado,201508,1411,6581,"$124,401.44 ",$88.17 ,,,
9,El Dorado,201509,1395,6540,"$122,639.35 ",$87.91 ,,,
9,El Dorado,201510,1333,6128,"$118,272.10 ",$88.73 ,,,
9,El Dorado,201511,1290,5876,"$112,930.39 ",$87.54 ,,,
9,El Dorado,201512,1313,6008,"$112,664.92 ",$85.81 ,,,
9,El Dorado,2016,2528,67624,"$1,293,715.14 ",$511.75 ,,,
9,El Dorado,201601,1325,6006,"$114,887.88 ",$86.71 ,,,
9,El Dorado,201602,1253,5709,"$107,316.61 ",$85.65 ,,,
9,El Dorado,201603,1237,5695,"$106,679.50 ",$86.24 ,,,
9,El Dorado,201604,1241,5697,"$106,441.00 ",$85.77 ,,,
9,El Dorado,201605,1280,5827,"$108,372.05 ",$84.67 ,,,
9,El Dorado,201606,1246,5635,"$106,942.80 ",$85.83 ,,,
9,El Dorado,201607,1232,5669,"$105,128.04 ",$85.33 ,,,
9,El Dorado,201608,1252,5740,"$111,080.10 ",$88.72 ,,,
9,El Dorado,201609,1216,5699,"$110,495.61 ",$90.87 ,,,
9,El Dorado,201610,1190,5506,"$108,782.45 ",$91.41 ,,,
9,El Dorado,201611,1217,5402,"$107,081.83 ",$87.99 ,,,
9,El Dorado,201612,1123,5039,"$100,507.27 ",$89.50 ,,,
9,El Dorado,2017,2277,59043,"$1,163,616.58 ",$511.03 ,,,
9,El Dorado,201701,1142,5190,"$101,860.96 ",$89.20 ,,,
9,El Dorado,201702,1101,5000,"$97,518.66 ",$88.57 ,,,
9,El Dorado,201703,1097,5097,"$98,754.79 ",$90.02 ,,,
9,El Dorado,201704,1113,5100,"$99,674.08 ",$89.55 ,,,
9,El Dorado,201705,1104,4980,"$97,708.14 ",$88.50 ,,,
9,El Dorado,201706,1068,4743,"$93,830.57 ",$87.86 ,,,
9,El Dorado,201707,1067,4884,"$95,133.17 ",$89.16 ,,,
9,El Dorado,201708,1088,4895,"$96,782.76 ",$88.95 ,,,
9,El Dorado,201709,1090,4905,"$98,230.35 ",$90.12 ,,,
9,El Dorado,201710,1067,4765,"$93,673.05 ",$87.79 ,,,
9,El Dorado,201711,1083,4817,"$96,719.44 ",$89.31 ,,,
9,El Dorado,201712,1028,4667,"$93,730.61 ",$91.18 ,,,
9,El Dorado,2018,2017,54766,"$1,097,218.36 ",$543.99 ,,,
9,El Dorado,201801,1070,4786,"$96,943.54 ",$90.60 ,,,
9,El Dorado,201802,1007,4562,"$92,305.45 ",$91.66 ,,,
9,El Dorado,201803,977,4475,"$90,191.49 ",$92.31 ,,,
9,El Dorado,201804,1014,4704,"$93,496.22 ",$92.21 ,,,
9,El Dorado,201805,1033,4678,"$94,971.82 ",$91.94 ,,,
9,El Dorado,201806,1025,4609,"$92,413.56 ",$90.16 ,,,
9,El Dorado,201807,990,4562,"$91,787.48 ",$92.71 ,,,
9,El Dorado,201808,1011,4751,"$93,975.70 ",$92.95 ,,,
9,El Dorado,201809,1015,4636,"$89,899.39 ",$88.57 ,,,
9,El Dorado,201810,962,4366,"$86,277.07 ",$89.69 ,,,
9,El Dorado,201811,955,4430,"$87,933.23 ",$92.08 ,,,
9,El Dorado,201812,911,4207,"$87,023.41 ",$95.53 ,,,
10,Fresno,2010,52117,2236141,"$42,438,271.70 ",$814.29 ,,,
10,Fresno,201001,34602,190412,"$3,457,183.11 ",$99.91 ,,,
10,Fresno,201002,34481,189384,"$3,423,079.46 ",$99.27 ,,,
10,Fresno,201003,35386,193782,"$3,492,355.52 ",$98.69 ,,,
10,Fresno,201004,35772,190775,"$3,503,835.99 ",$97.95 ,,,
10,Fresno,201005,35383,182974,"$3,456,541.64 ",$97.69 ,,,
10,Fresno,201006,35396,182152,"$3,491,696.97 ",$98.65 ,,,
10,Fresno,201007,35738,182927,"$3,538,731.72 ",$99.02 ,,,
10,Fresno,201008,35953,183397,"$3,561,423.16 ",$99.06 ,,,
10,Fresno,201009,35759,183513,"$3,564,207.84 ",$99.67 ,,,
10,Fresno,201010,35859,183491,"$3,592,595.49 ",$100.19 ,,,
10,Fresno,201011,35994,185742,"$3,647,289.48 ",$101.33 ,,,
10,Fresno,201012,36447,187592,"$3,709,331.32 ",$101.77 ,,,
10,Fresno,2011,54940,2346404,"$47,270,222.29 ",$860.40 ,,,
10,Fresno,201101,36738,189724,"$3,744,927.40 ",$101.94 ,,,
10,Fresno,201102,36091,186853,"$3,708,485.62 ",$102.75 ,,,
10,Fresno,201103,36854,191293,"$3,818,725.99 ",$103.62 ,,,
10,Fresno,201104,37385,194189,"$3,900,305.09 ",$104.33 ,,,
10,Fresno,201105,37787,196371,"$3,919,168.66 ",$103.72 ,,,
10,Fresno,201106,38359,199133,"$3,961,660.02 ",$103.28 ,,,
10,Fresno,201107,38179,197986,"$3,980,633.85 ",$104.26 ,,,
10,Fresno,201108,38653,200307,"$4,065,293.69 ",$105.17 ,,,
10,Fresno,201109,38621,199998,"$4,088,936.47 ",$105.87 ,,,
10,Fresno,201110,38347,196562,"$4,035,803.57 ",$105.24 ,,,
10,Fresno,201111,38089,196373,"$4,008,099.23 ",$105.23 ,,,
10,Fresno,201112,38317,197615,"$4,038,182.70 ",$105.39 ,,,
10,Fresno,2012,57032,2482573,"$47,419,007.25 ",$831.45 ,,,
10,Fresno,201201,38883,200981,"$4,084,268.07 ",$105.04 ,,,
10,Fresno,201202,38760,199784,"$4,058,257.91 ",$104.70 ,,,
10,Fresno,201203,39282,202009,"$4,096,107.08 ",$104.27 ,,,
10,Fresno,201204,39935,206714,"$4,138,854.50 ",$103.64 ,,,
10,Fresno,201205,40766,209815,"$4,025,359.36 ",$98.74 ,,,
10,Fresno,201206,40772,210506,"$3,852,141.07 ",$94.48 ,,,
10,Fresno,201207,40729,210313,"$3,839,565.18 ",$94.27 ,,,
10,Fresno,201208,41474,212273,"$3,875,312.58 ",$93.44 ,,,
10,Fresno,201209,40763,209360,"$3,832,649.04 ",$94.02 ,,,
10,Fresno,201210,40974,209008,"$3,882,469.32 ",$94.75 ,,,
10,Fresno,201211,40732,208800,"$3,903,516.05 ",$95.83 ,,,
10,Fresno,201212,39725,203010,"$3,830,507.09 ",$96.43 ,,,
10,Fresno,2013,57067,2440838,"$46,035,097.95 ",$806.69 ,,,
10,Fresno,201301,40717,209483,"$3,954,258.52 ",$97.12 ,,,
10,Fresno,201302,40007,204750,"$3,862,629.16 ",$96.55 ,,,
10,Fresno,201303,40027,204059,"$3,842,487.19 ",$96.00 ,,,
10,Fresno,201304,40278,206937,"$3,881,752.73 ",$96.37 ,,,
10,Fresno,201305,40590,207283,"$3,878,302.48 ",$95.55 ,,,
10,Fresno,201306,40258,206589,"$3,859,518.93 ",$95.87 ,,,
10,Fresno,201307,40608,207864,"$3,879,962.34 ",$95.55 ,,,
10,Fresno,201308,40422,205597,"$3,859,558.46 ",$95.48 ,,,
10,Fresno,201309,39254,200710,"$3,790,807.78 ",$96.57 ,,,
10,Fresno,201310,39240,198981,"$3,786,319.76 ",$96.49 ,,,
10,Fresno,201311,37914,193005,"$3,697,195.33 ",$97.52 ,,,
10,Fresno,201312,38331,195580,"$3,742,305.27 ",$97.63 ,,,
